COD_ORGAO_ORIGEM,NUM_LEGISLATURA_APRESEN,NUM_LEGISLATURA_LEI,NOM_PARTIDO_POLITICO,DAT_VETO_TOTAL,NOM_UF,DES_TIPO_PROPOSICAO,DES_COMPLETA,COD_TIPO_NORMA_JURIDICA_ORIGEM,SIG_UF,DAT_FIM_LEGISLATURA_LEI,COD_PROPOSICAO_ORIGEM,DES_ATIVO_TIPO_PROPOSICAO,NOM_ORGAO,DES_APELIDO_ORGAO,DATAPRESENTACAOPROPOSICAO,DES_TIPO_AUTOR,COD_SEXO,IND_ATIVO_ORGAO,COD_TIPO_PARLAMENTAR,DES_TIPO_NORMA_JURIDICA,DES_TIPO_SESSAO_LEGISLATIVA_APRESEN,DATTRANSFPROPOSICAOLEI,DAT_FINAL_RECESSO_LEI,AREAS_TEMATICAS_APRESENTACAO,DES_TIPO_SESSAO_LEGISLATIVA_LEI,DAT_INICIAL_RECESSO_APRESEN,ANO_PROPOSICAO,TEX_REGIAO_GEOGRAFICA_AUTOR,DAT_INICIO_LEGISLATURA_LEI,NUM_SESSAO_LEGISLATIVA_APRESEN,DAT_INICIAL_RECESSO_LEI,DAT_FIM_SESSAO_LEGISLATIVA_APRESEN,SIG_NORMA_JURIDICA,DAT_INICIO_SESSAO_LEGISLATIVA_LEI,DES_TIPO_PARLAMENTAR,NOM_PROPOSICAO,DES_ATIVO_ORGAO,COD_PARTIDO_POLITICO,NOM_CIVIL_PARLAMENTAR,SIG_TIPO_PROPOSICAO,COD_TIPO_SESSAO_LEGISLATIVA_APRESEN,DAT_INICIO_SESSAO_LEGISLATIVA_APRESEN,COD_PARLAMENTAR_ORIGEM,DAT_FIM_SESSAO_LEGISLATIVA_LEI,DES_SITUACAO_PROPOSICAO,COD_TIPO_AUTOR_ORIGEM,NUM_SESSAO_LEGISLATIVA_LEI,DAT_FIM_LEGISLATURA_APRESEN,SIG_PARTIDO_POLITICO,IND_ATIVO_TIPO_PROPOSICAO,DAT_INICIO_LEGISLATURA_APRESEN,NUM_PROPOSICAO,COD_TIPO_SESSAO_LEGISLATIVA_LEI,NOM_PARLAMENTAR,DAT_FINAL_RECESSO_APRESEN
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,90542,ATIVADO,N/A,N/A,30-10-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7254/2002,N/A,106,RUBENEUTON OLIVEIRA LIMA,PL,1,15-02-2002,523792,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7254,-1,NEUTON LIMA,01-08-2002
-1,51,-1,PARTIDO TRABALHISTA BRASILEIRO,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,90556,ATIVADO,N/A,N/A,30-10-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"INDÚSTRIA, COMÉRCIO E DEFESA DO CONSUMIDOR (UTILIZADO ATÉ A LEGISLATURA 53)",N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7255/2002,N/A,136,RICARDO NAGIB IZAR,PL,1,15-02-2002,523588,,N/A,TipoParlamentar_10000,-1,31-01-2003,PTB,1,01-02-1999,7255,-1,RICARDO IZAR,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,MATO GROSSO DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,MS,,100013,ATIVADO,N/A,N/A,03-12-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"INDÚSTRIA, COMÉRCIO E DEFESA DO CONSUMIDOR (UTILIZADO ATÉ A LEGISLATURA 53),RECURSOS HÍDRICOS, MINERAIS E POLÍTICA ENERGÉTICA",N/A,02-07-2002,2002,CENTRO-OESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7413/2002,N/A,116,PEDRO PEDROSSIAN FILHO,PL,1,15-02-2002,521418,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,7413,-1,PEDRO PEDROSSIAN,01-08-2002
-1,51,-1,PARTIDO DEMOCRÁTICO TRABALHISTA,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,101920,ATIVADO,N/A,N/A,11-12-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"INDÚSTRIA, COMÉRCIO E DEFESA DO CONSUMIDOR (UTILIZADO ATÉ A LEGISLATURA 53)",N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7468/2002,N/A,104,JOÃO CARLOS DE ALMEIDA SAMPAIO,PL,1,15-02-2002,1650,,N/A,TipoParlamentar_10000,-1,31-01-2003,PDT,1,01-02-1999,7468,-1,JOÃO SAMPAIO,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,SANTA CATARINA,PROJETO DE LEI,PROJETO DE LEI,-1,SC,,101816,ATIVADO,N/A,N/A,11-12-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 7464/2002,N/A,116,ENI JOSÉ VOLTOLINI,PL,1,15-02-2002,2409,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,7464,-1,ENI VOLTOLINI,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,45054,ATIVADO,N/A,N/A,05-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,VIAÇÃO E TRANSPORTES,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6199/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6199,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,SANTA CATARINA,PROJETO DE LEI,PROJETO DE LEI,-1,SC,,101776,ATIVADO,N/A,N/A,11-12-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO CIVIL E PROCESSUAL CIVIL,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 7456/2002,N/A,116,ENI JOSÉ VOLTOLINI,PL,1,15-02-2002,2409,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,7456,-1,ENI VOLTOLINI,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,PARANÁ,PROJETO DE LEI,PROJETO DE LEI,-1,PR,,52267,ATIVADO,N/A,N/A,16-05-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 6814/2002,N/A,134,FLORISVALDO FIER,PL,1,15-02-2002,522070,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,6814,-1,DR. ROSINHA,01-08-2002
-1,51,-1,PARTIDO TRABALHISTA BRASILEIRO,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,44591,ATIVADO,N/A,N/A,26-02-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6138/2002,N/A,136,LUIZ ANTONIO FLEURY FILHO,PL,1,15-02-2002,523589,,N/A,TipoParlamentar_10000,-1,31-01-2003,PTB,1,01-02-1999,6138,-1,FLEURY,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,45057,ATIVADO,N/A,N/A,05-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,ADMINISTRAÇÃO PÚBLICA,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6202/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6202,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,54785,ATIVADO,N/A,N/A,04-06-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6891/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6891,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,RIO GRANDE DO SUL,PROJETO DE LEI,PROJETO DE LEI,-1,RS,,57719,ATIVADO,N/A,N/A,18-06-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 6991/2002,N/A,116,ADOLFO ANTONIO FETTER JUNIOR,PL,1,15-02-2002,2128,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,6991,-1,FETTER JUNIOR,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,CEARÁ,PROJETO DE LEI,PROJETO DE LEI,-1,CE,,48617,ATIVADO,N/A,N/A,10-04-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITO CIVIL E PROCESSUAL CIVIL,DIREITOS HUMANOS, MINORIAS E CIDADANIA",N/A,02-07-2002,2002,NORDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6536/2002,N/A,134,JOSÉ BARROSO PIMENTEL,PL,1,15-02-2002,520420,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,6536,-1,JOSÉ PIMENTEL,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,45262,ATIVADO,N/A,N/A,05-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,EDUCAÇÃO,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6211/2002,N/A,106,RUBENEUTON OLIVEIRA LIMA,PL,1,15-02-2002,523792,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6211,-1,NEUTON LIMA,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,BAHIA,PROJETO DE LEI,PROJETO DE LEI,-1,BA,,46798,ATIVADO,N/A,N/A,20-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,PROCESSO LEGISLATIVO,N/A,02-07-2002,2002,NORDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6362/2002,N/A,134,FRANCISCO WALDIR PIRES DE SOUZA,PL,1,15-02-2002,229,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,6362,-1,WALDIR PIRES,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,SANTA CATARINA,PROJETO DE LEI,PROJETO DE LEI,-1,SC,,48105,ATIVADO,N/A,N/A,04-04-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,ADMINISTRAÇÃO PÚBLICA,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 6483/2002,N/A,106,PEDRO BITTENCOURT NETO,PL,1,15-02-2002,2424,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6483,-1,PEDRO BITTENCOURT,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,47911,ATIVADO,N/A,N/A,03-04-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6454/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6454,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,58193,ATIVADO,N/A,N/A,19-06-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRABALHO E EMPREGO,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7008/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7008,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,102773,ATIVADO,N/A,N/A,17-12-2002,DEPUTADO,M,-1,10000,N/A,Extraordinária,,,TRIBUTAÇÃO,N/A,,2002,SUDESTE,,6,,20-12-2002,N/A,,DEPUTADO,PL 7479/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,2,17-12-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7479,-1,JOSÉ CARLOS COUTINHO,
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,44846,ATIVADO,N/A,N/A,28-02-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6174/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6174,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,58233,ATIVADO,N/A,N/A,19-06-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SEGURANÇA PÚBLICA,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7012/2002,N/A,134,ORLANDO FANTAZZINI NETO,PL,1,15-02-2002,523551,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,7012,-1,ORLANDO FANTAZZINI,01-08-2002
-1,51,-1,PARTIDO COMUNISTA DO BRASIL,,PARÁ,PROJETO DE LEI,PROJETO DE LEI,-1,PA,,50642,ATIVADO,N/A,N/A,06-05-2002,DEPUTADO,F,-1,10000,N/A,Ordinária,,,ADMINISTRAÇÃO PÚBLICA,N/A,02-07-2002,2002,NORTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6674/2002,N/A,99,MARIA DO SOCORRO GOMES COELHO,PL,1,15-02-2002,521684,,N/A,TipoParlamentar_10000,-1,31-01-2003,PCDOB,1,01-02-1999,6674,-1,SOCORRO GOMES,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,102775,ATIVADO,N/A,N/A,17-12-2002,DEPUTADO,M,-1,10000,N/A,Extraordinária,,,SEGURANÇA PÚBLICA,N/A,,2002,SUDESTE,,6,,20-12-2002,N/A,,DEPUTADO,PL 7481/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,2,17-12-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7481,-1,JOSÉ CARLOS COUTINHO,
-1,51,-1,PARTIDO SOCIALISTA BRASILEIRO,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,54257,ATIVADO,N/A,N/A,29-05-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,VIAÇÃO E TRANSPORTES,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6877/2002,N/A,125,EVILÁSIO CAVALCANTE DE FARIAS,PL,1,15-02-2002,523952,,N/A,TipoParlamentar_10000,-1,31-01-2003,PSB,1,01-02-1999,6877,-1,DR. EVILÁSIO,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,97302,ATIVADO,N/A,N/A,12-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SAÚDE,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7332/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,7332,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,AMAZONAS,PROJETO DE LEI,PROJETO DE LEI,-1,AM,,44662,ATIVADO,N/A,N/A,27-02-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRABALHO E EMPREGO,N/A,02-07-2002,2002,NORTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6147/2002,N/A,106,FRANCISCO DO NASCIMENTO GOMES,PL,1,15-02-2002,179,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6147,-1,DR. GOMES,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,44794,ATIVADO,N/A,N/A,27-02-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"DIREITO PENAL E PROCESSUAL PENAL,SEGURANÇA PÚBLICA",N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6164/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,6164,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,96847,ATIVADO,N/A,N/A,07-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SEGURANÇA PÚBLICA,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7303/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,7303,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,96848,ATIVADO,N/A,N/A,07-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SEGURANÇA PÚBLICA,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7304/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,7304,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,RIO DE JANEIRO,PROJETO DE LEI,PROJETO DE LEI,-1,RJ,,45905,ATIVADO,N/A,N/A,12-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRABALHO E EMPREGO,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6275/2002,N/A,106,JOSÉ CARLOS PIRES COUTINHO,PL,1,15-02-2002,1661,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,6275,-1,JOSÉ CARLOS COUTINHO,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,49786,ATIVADO,N/A,N/A,23-04-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO CIVIL E PROCESSUAL CIVIL,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6613/2002,N/A,134,VIRGÍLIO GUIMARÃES DE PAULA,PL,1,15-02-2002,521042,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,6613,-1,VIRGÍLIO GUIMARÃES,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,96850,ATIVADO,N/A,N/A,07-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,SEGURANÇA PÚBLICA,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7306/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,7306,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO SOCIAL TRABALHISTA,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,96851,ATIVADO,N/A,N/A,07-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO PENAL E PROCESSUAL PENAL,N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7307/2002,N/A,132,JÚLIO CÉSAR GOMES DOS SANTOS,PL,1,15-02-2002,521138,,N/A,TipoParlamentar_10000,-1,31-01-2003,PST,1,01-02-1999,7307,-1,CABO JÚLIO,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,SANTA CATARINA,PROJETO DE RESOLUÇÃO,PROJETO DE RESOLUÇÃO,-1,SC,,48713,ATIVADO,N/A,N/A,11-04-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,PROCESSO LEGISLATIVO,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PRC 237/2002,N/A,116,ENI JOSÉ VOLTOLINI,PRC,1,15-02-2002,2409,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,237,-1,ENI VOLTOLINI,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,CEARÁ,PROJETO DE LEI,PROJETO DE LEI,-1,CE,,97142,ATIVADO,N/A,N/A,12-11-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA DO ESTADO (UTILIZADO ATÉ A LEGISLATURA 53),N/A,02-07-2002,2002,NORDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7319/2002,N/A,106,LUIZ CRESCÊNCIO PEREIRA JÚNIOR,PL,1,15-02-2002,371,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7319,-1,CRESCÊNCIO PEREIRA JR.,01-08-2002
-1,51,-1,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,,PARANÁ,PROJETO DE LEI,PROJETO DE LEI,-1,PR,,45593,ATIVADO,N/A,N/A,08-03-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,DIREITO CIVIL E PROCESSUAL CIVIL,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 6243/2002,N/A,111,MAX ROSENMANN,PL,1,15-02-2002,522104,,N/A,TipoParlamentar_10000,-1,31-01-2003,PMDB,1,01-02-1999,6243,-1,MAX ROSENMANN,01-08-2002
-1,51,-1,PARTIDO PROGRESSISTA BRASILEIRO,,SANTA CATARINA,PROJETO DE LEI,PROJETO DE LEI,-1,SC,,67401,ATIVADO,N/A,N/A,28-08-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRIBUTAÇÃO,N/A,02-07-2002,2002,SUL,,4,,16-12-2002,N/A,,DEPUTADO,PL 7185/2002,N/A,116,ENI JOSÉ VOLTOLINI,PL,1,15-02-2002,2409,,N/A,TipoParlamentar_10000,-1,31-01-2003,PPB,1,01-02-1999,7185,-1,ENI VOLTOLINI,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,BAHIA,PROJETO DE LEI,PROJETO DE LEI,-1,BA,,43963,ATIVADO,N/A,N/A,19-02-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,TRABALHO E EMPREGO,N/A,02-07-2002,2002,NORDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 6055/2002,N/A,134,JAQUES WAGNER,PL,1,15-02-2002,246,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,6055,-1,JAQUES WAGNER,01-08-2002
-1,51,-1,PARTIDO DOS TRABALHADORES,,SÃO PAULO,PROJETO DE LEI,PROJETO DE LEI,-1,SP,,59535,ATIVADO,N/A,N/A,26-06-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"INDÚSTRIA, COMÉRCIO E DEFESA DO CONSUMIDOR (UTILIZADO ATÉ A LEGISLATURA 53)",N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7043/2002,N/A,134,ORLANDO FANTAZZINI NETO,PL,1,15-02-2002,523551,,N/A,TipoParlamentar_10000,-1,31-01-2003,PT,1,01-02-1999,7043,-1,ORLANDO FANTAZZINI,01-08-2002
-1,51,-1,PARTIDO LIBERAL,,MINAS GERAIS,PROJETO DE LEI,PROJETO DE LEI,-1,MG,,90390,ATIVADO,N/A,N/A,29-10-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,"ECONOMIA, ADMINISTRAÇÃO FINANCEIRA E ORÇAMENTÁRIA (UTILIZADO ATÉ A LEGISLATURA 53)",N/A,02-07-2002,2002,SUDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7244/2002,N/A,110,RONALDO VASCONCELLOS NOVAIS,PL,1,15-02-2002,521183,,N/A,TipoParlamentar_10000,-1,31-01-2003,PL,1,01-02-1999,7244,-1,RONALDO VASCONCELLOS,01-08-2002
-1,51,-1,PARTIDO DA FRENTE LIBERAL,,CEARÁ,PROJETO DE LEI,PROJETO DE LEI,-1,CE,,89474,ATIVADO,N/A,N/A,15-10-2002,DEPUTADO,M,-1,10000,N/A,Ordinária,,,COMUNICAÇÕES,N/A,02-07-2002,2002,NORDESTE,,4,,16-12-2002,N/A,,DEPUTADO,PL 7227/2002,N/A,106,LUIZ CRESCÊNCIO PEREIRA JÚNIOR,PL,1,15-02-2002,371,,N/A,TipoParlamentar_10000,-1,31-01-2003,PFL,1,01-02-1999,7227,-1,CRESCÊNCIO PEREIRA JR.,01-08-2002
